synth_id,prompt_coda_id,prompt_clean_idx,unit,coda_type,audio_path
457,496,457,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0457.wav
458,1330,1224,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0458.wav
459,1007,916,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0459.wav
460,897,823,F,8i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0460.wav
461,463,424,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0461.wav
462,1139,1044,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0462.wav
463,233,201,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0463.wav
464,113,98,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0464.wav
465,1422,1309,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0465.wav
466,460,421,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0466.wav
467,352,318,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0467.wav
468,291,257,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0468.wav
469,777,713,F,5R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0469.wav
470,537,495,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0470.wav
471,348,314,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0471.wav
472,248,216,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0472.wav
473,991,901,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0473.wav
474,479,440,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0474.wav
475,368,334,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0475.wav
476,548,506,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0476.wav
477,50,45,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0477.wav
478,529,488,D,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0478.wav
479,405,370,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0479.wav
480,1457,1340,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0480.wav
481,169,148,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0481.wav
482,190,164,A,3D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0482.wav
483,1334,1228,F,5R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0483.wav
484,33,30,A,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0484.wav
485,1276,1173,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0485.wav
486,564,522,D,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0486.wav
487,204,177,A,2+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0487.wav
488,784,720,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0488.wav
489,381,347,D,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0489.wav
490,440,402,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0490.wav
491,616,568,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0491.wav
492,492,453,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0492.wav
493,601,553,D,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0493.wav
494,1439,1326,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0494.wav
495,324,290,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0495.wav
496,938,853,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0496.wav
497,525,484,D,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0497.wav
498,1402,1289,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0498.wav
499,157,136,A,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0499.wav
500,233,201,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0500.wav
501,510,471,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0501.wav
502,67,62,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0502.wav
503,495,456,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0503.wav
504,176,155,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0504.wav
505,842,773,F,5R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0505.wav
506,243,211,A,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0506.wav
507,956,868,F,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0507.wav
508,655,605,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0508.wav
509,173,152,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0509.wav
510,574,532,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0510.wav
511,142,123,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0511.wav
512,524,483,D,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0512.wav
513,271,238,A,9i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0513.wav
514,10,9,A,5R3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0514.wav
515,100,89,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0515.wav
516,668,618,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0516.wav
517,165,144,A,3D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0517.wav
518,291,257,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0518.wav
519,489,450,D,5R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0519.wav
520,557,515,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0520.wav
521,1022,931,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0521.wav
522,629,581,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0522.wav
523,326,292,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0523.wav
524,302,268,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0524.wav
525,1244,1144,F,8R,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0525.wav
526,272,239,A,9i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0526.wav
527,540,498,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0527.wav
528,179,156,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0528.wav
529,382,348,D,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0529.wav
530,251,219,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0530.wav
531,489,450,D,5R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0531.wav
532,450,412,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0532.wav
533,49,44,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0533.wav
534,1442,1329,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0534.wav
535,961,873,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0535.wav
536,278,245,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0536.wav
537,1426,1313,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0537.wav
538,193,167,A,3D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0538.wav
539,158,137,A,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0539.wav
540,389,354,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0540.wav
541,807,742,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0541.wav
542,203,176,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0542.wav
543,432,395,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0543.wav
544,637,589,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0544.wav
545,729,672,F,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0545.wav
546,469,430,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0546.wav
547,324,290,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0547.wav
548,570,528,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0548.wav
549,8,7,A,5R3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0549.wav
550,158,137,A,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0550.wav
551,348,314,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0551.wav
552,34,31,A,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0552.wav
553,903,829,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0553.wav
554,481,442,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0554.wav
555,765,703,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0555.wav
556,1064,971,F,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0556.wav
557,161,140,A,3D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0557.wav
558,896,822,F,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0558.wav
559,514,474,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0559.wav
560,523,482,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0560.wav
561,330,296,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0561.wav
562,516,476,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0562.wav
563,40,35,A,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0563.wav
564,135,117,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0564.wav
565,115,100,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0565.wav
566,1447,1334,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0566.wav
567,670,620,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0567.wav
568,305,271,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0568.wav
569,247,215,A,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0569.wav
570,104,93,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0570.wav
571,527,486,D,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0571.wav
572,45,40,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0572.wav
573,88,82,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0573.wav
574,1297,1194,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0574.wav
575,89,83,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0575.wav
576,557,515,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0576.wav
577,17,16,A,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0577.wav
578,69,64,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0578.wav
579,237,205,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0579.wav
580,1027,936,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0580.wav
581,131,113,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0581.wav
582,504,465,D,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0582.wav
583,561,519,D,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0583.wav
584,1457,1340,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0584.wav
585,1471,1354,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0585.wav
586,1287,1184,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0586.wav
587,1193,1097,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0587.wav
588,303,269,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0588.wav
589,351,317,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0589.wav
590,1457,1340,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0590.wav
591,236,204,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0591.wav
592,226,195,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0592.wav
593,491,452,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0593.wav
594,267,234,A,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0594.wav
595,495,456,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0595.wav
596,775,711,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0596.wav
597,806,741,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0597.wav
598,167,146,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0598.wav
599,1131,1036,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0599.wav
600,52,47,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0600.wav
601,297,263,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0601.wav
602,994,904,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0602.wav
603,595,550,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0603.wav
604,39,34,A,9R,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0604.wav
605,377,343,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0605.wav
606,448,410,D,9i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0606.wav
607,286,252,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0607.wav
608,849,780,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0608.wav
609,840,771,F,5R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0609.wav
610,524,483,D,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0610.wav
611,382,348,D,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0611.wav
612,229,198,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0612.wav
613,73,68,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0613.wav
614,299,265,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0614.wav
615,310,276,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0615.wav
616,1266,1166,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0616.wav
617,393,358,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0617.wav
618,45,40,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0618.wav
619,1110,1015,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0619.wav
620,809,744,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0620.wav
621,84,78,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0621.wav
622,233,201,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0622.wav
623,206,178,A,1+31,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0623.wav
624,761,699,F,10i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0624.wav
625,700,650,F,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0625.wav
626,397,362,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0626.wav
627,376,342,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0627.wav
628,1462,1345,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0628.wav
629,582,537,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0629.wav
630,1211,1115,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0630.wav
631,132,114,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0631.wav
632,33,30,A,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0632.wav
633,100,89,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0633.wav
634,190,164,A,3D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0634.wav
635,477,438,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0635.wav
636,695,645,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0636.wav
637,1398,1285,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0637.wav
638,361,327,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0638.wav
639,1144,1049,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0639.wav
640,104,93,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0640.wav
641,1321,1215,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0641.wav
642,1280,1177,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0642.wav
643,684,634,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0643.wav
644,553,511,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0644.wav
645,34,31,A,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0645.wav
646,504,465,D,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0646.wav
647,1187,1091,F,10R,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0647.wav
648,158,137,A,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0648.wav
649,174,153,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0649.wav
650,745,688,F,8i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0650.wav
651,293,259,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0651.wav
652,204,177,A,2+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0652.wav
653,100,89,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0653.wav
654,361,327,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0654.wav
655,1480,1361,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0655.wav
656,360,326,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0656.wav
657,181,158,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0657.wav
658,945,857,F,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0658.wav
659,927,850,F,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0659.wav
660,248,216,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0660.wav
661,154,133,A,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0661.wav
662,866,792,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0662.wav
663,1387,1274,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0663.wav
664,1458,1341,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0664.wav
665,314,280,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0665.wav
666,1397,1284,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0666.wav
667,1009,918,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0667.wav
668,883,809,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0668.wav
669,374,340,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0669.wav
670,463,424,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0670.wav
671,214,185,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0671.wav
672,530,489,D,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0672.wav
673,472,433,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0673.wav
674,451,413,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0674.wav
675,565,523,D,4R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0675.wav
676,457,419,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0676.wav
677,320,286,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0677.wav
678,116,101,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0678.wav
679,104,93,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0679.wav
680,552,510,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0680.wav
681,51,46,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0681.wav
682,280,247,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0682.wav
683,1266,1166,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0683.wav
684,176,155,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0684.wav
685,238,206,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0685.wav
